TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,V_X,V_Y,A_X,A_Y,YAW,DYAW,DDYAW,CITY_NAME
1631497670.000,ego,AV,0.0,0.0,-0.038762073344007136,4.964180540832523,-0.14204522197987007,-0.6019935798773375,0.0,1.4942978788083845,0.03763938054520111,SZ
1631497670.000,scene-000097-1,Vehicle,-15.43197998720423,-0.6020492146050174,-0.05279248269740333,-0.003674877029117729,-0.06166047052332191,0.08107057666661222,359.10003095583346,0.07454593997613301,0.0017483720816358073,SZ
1631497670.000,scene-000097-2,Vehicle,-1.6206321699765027,22.16132641150739,-1.048404556131144,5.624222787449712,1.6091941833811125,-2.5549243475686794,7.500000000000057,1.4942888497330955,6.037566038658582,SZ
1631497670.000,scene-000097-3,Vehicle,-5.948288084385904,39.7382368601109,-0.6478305956974482,1.9294307227582155,-0.44464042168563633,-0.025784619757237337,13.33499112074125,1.6599179864529674,0.002810612041002969,SZ
1631497670.000,scene-000097-4,Vehicle,-6.440105718583115,31.229081373924092,-0.20487730802918858,0.5681014833243472,-0.7214833876974396,2.780453889687463,15.361252952645785,1.032987140013688,-0.0007561318607542944,SZ
1631497670.000,scene-000097-5,Pedestrian,-0.4690519238946109,49.58784682206874,0.27603801299712993,-1.1501192063352796,-0.025630250047870007,0.0648154305721036,201.03632573326354,-0.034669402295378404,-0.002923950556038335,SZ
1631497670.000,scene-000097-6,Pedestrian,3.669148011927558,16.49579842613977,-0.07829267643954557,-1.1925095838999402,0.6788730877731742,-0.6644292398780447,190.0629878136656,6.792842207235282,1.8604408928142107,SZ
1631497670.500,ego,AV,-0.0362628483539865,2.40636463662218,-0.10454163794093721,4.660325133037368,-0.12107303640785017,-0.6134280513032877,0.7471489394041922,1.513117569080985,0.08886790719057314,SZ
1631497670.500,scene-000097-1,Vehicle,-15.463676258843188,-0.5970298601706387,-0.0691775468081145,0.017198236497854125,-0.00387978591952276,0.0024218774412752136,359.1373039258215,0.07542012601695092,0.005372359178949182,SZ
1631497670.500,scene-000097-2,Vehicle,-1.994850104646747,24.67881146714977,-0.5507970416044563,4.4951958458470385,0.3812358747256388,-1.9611834188420154,8.247144424866605,4.5130718690623866,0.08885451155367718,SZ
1631497670.500,scene-000097-3,Vehicle,-6.294125600210642,40.70460516501301,-0.6682037981321225,1.9457945388355056,0.363147611946939,0.09123988406639594,14.164950113967734,1.6613232924734689,0.0054176140166362075,SZ
1631497670.500,scene-000097-4,Vehicle,-6.623096913064021,31.818843550491465,-0.5078217039027013,1.7072566203336756,-0.4902941957966114,1.7761666583498492,15.877746522652629,1.032609074083311,0.005649424231009448,SZ
1631497670.500,scene-000097-5,Pedestrian,-0.33329763164138465,49.01828010656929,0.2688572900370653,-1.1333657379691555,-0.0030926417923879956,0.0021984428923929045,201.01899103211582,-0.03613137757339757,0.007094759153218888,SZ
1631497670.500,scene-000097-6,Pedestrian,3.7007234620152025,15.84107468277023,0.1763197814616653,-1.377215982447853,0.33957674383166914,-0.07439635431360436,193.4594089172832,7.723062653642387,-3.1766119453742903,SZ
1631497671.000,ego,AV,-0.10279395580993556,4.65937226041854,-0.15983510975185738,4.35075248952925,-0.10010085083583031,-0.6248625227291704,1.513117569080985,1.5831657859989576,0.18543539762504224,SZ
1631497671.000,scene-000097-1,Vehicle,-15.496342476962027,-0.5914050363759413,-0.05667226861692609,-0.0012529995878425323,0.05390089868427639,-0.07622682178406183,359.1754510818504,0.0799182991550822,0.004784382104944029,SZ
1631497671.000,scene-000097-2,Vehicle,-2.273759070635582,26.70600066808165,-0.6671686814055061,3.6630393686077007,-0.8467224339298363,-1.367442490115339,12.013071869062443,1.5831433612867727,-2.814875055342199,SZ
1631497671.000,scene-000097-3,Vehicle,-6.5491762130486455,41.69378344093171,-0.2846829837505091,2.0206706068246123,1.170935645579515,0.20826438789003276,14.99631441321472,1.6653356004696036,0.05361589873720618,SZ
1631497671.000,scene-000097-4,Vehicle,-6.92866165649408,32.8526473916463,-0.6951715038258,2.344268141674198,-0.25910500389578317,0.7718794270122409,16.393862026729096,1.0386365642446975,0.011030505794565215,SZ
1631497671.000,scene-000097-5,Pedestrian,-0.19831649983625532,48.44926300179294,0.2729453712047424,-1.1479207634428867,0.019444966463095792,-0.06041854478731601,201.00019435569013,-0.027574643142159516,0.018889062792084133,SZ
1631497671.000,scene-000097-6,Pedestrian,3.8171930980607645,15.167751850822288,0.2612840673921237,-1.2669059382135466,0.0002803998901639293,0.5156365312508315,197.78605046730797,3.6162302618609914,-13.422655166682858,SZ
1631497671.500,ego,AV,-0.1923133945293164,6.757602169587287,-0.19242120010361266,4.044090106636271,-0.030243510571190124,-0.601787008842745,2.3303147254031606,1.6985529667060304,0.12285927636455085,SZ
1631497671.500,scene-000097-1,Vehicle,-15.519697598191058,-0.5973249712920623,-0.04026141481140189,-0.013956904875025312,0.011742516537820241,0.025411200635330658,359.2172222249766,0.08020450812189495,0.004793306660175745,SZ
1631497671.500,scene-000097-2,Vehicle,-2.6347400569218102,28.351095125422983,-0.6198679464238986,2.8863486293614318,1.035925373856268,-1.7393204668697368,9.830287786153377,1.6981968137201875,3.1224123186982666,SZ
1631497671.500,scene-000097-3,Vehicle,-6.692309177209172,42.70089673173136,-0.5821657288570172,1.9492724341761756,-2.3608666260055466,-0.4938570784837797,15.830285714437338,1.714939191210675,0.04020347731049867,SZ
